Number,Konkani Word in Devnagiri,Konkani word in English alphabet,English Meaning,Context/usage in a sentence,Does the Devnagiri Spelling need correction? (Y/N),Does the meaning need correction? (Y/N),Corrected Devnagiri Spelling by user X,Corrected Devnagiri Spelling by user Y,Corrected English meaning by user X,Corrected English meaning by user Y
2852,झगाडेन,ZhagaDen,A fight; a fight,,,,,,,
2853,झग् झगी,,,,,,,,,
2854,झरझरी,,,,,,,,,
2855,झ़रॉ,jaro,spoon for frying,,,,,,,
2856,झळ झळता,,,,,,,,,
2857,झांटी,,,,,,,,,
2858,झिर झिरलँ,,,,,,,,,
2859,झिर झिरलॅं,,,,,,,,,
2860,डॉळॅ,,,,,,,,,
2861,डॉळॉ,,,,,,,,,
2862,डॉळ्याउद्दाक​,,,,,,,,,
2863,डॉळ्यापात्ती,,,,,,,,,
2864,तंटलमारी,TanTalmaari,boisterous or naughty,,,,,,,
2865,तट्ट-पळेरू मॅळना पळोंचाक,,,,,,,,,
2866,तट्टॅ-पळेरू मॅळना पळोंचाक,,,,,,,,,
2867,ततुक्षण; तक्क्षणं,tatukshaNa; tatukshana,"immediately or pronto; immediately, pronto",,,,,,,
2868,तपील,Tapeel,Mug or vessel,Used in bathroom,,,,,,
2869,तप्पील्,tappIl,small Mug without handle,,,,,,,
2870,तर्नी पोरी,tarnI porI,dainty young damsel,,,,,,,
2871,तळ-तळीSs,,,,,,,,,
2872,तळहातू,,,,,,,,,
2873,तळ्-तळीss आस्ं,,,,,,,,,
2874,तळ्‌पायू​,,,,,,,,,
2875,तळ्हातु,,palm,,,,,,,
2876,ताक्का ना,,,,,,,,,
2877,ताग्गेले हाल पोळोनू चुरचूर जात्ता,,His condition makes me sad,,,,,,,
2878,ताग्गेले हाल पोळोनू माक्का चूर-चूssर जात्ता,,,,,,,,,
2879,ताग्गेलेॅ बोॅडांतू रिग्गोचें मळ्यारी कष्ट्,,,,,,,,,
2880,ताजेनने आम्का “AI” आन्तु “input data” घालचाक आम्चिगेले शब्द मेळतले,,"That way, we will be able to natuallry input a large corpus of Amchigale words into AI",,,,,,,
2881,"ताजेनने आम्का “AI” आन्तु “input data” घालचाक आम्चिगेले शब्द मेळतले = That way, we will be able to natuallry input a large corpus of Amchigale words into AI",,,,,,,,,
2882,तान्नॅ माक्का हूम हाडयली,tAnne makkA hoom hADayalI,"really irritated, or tried my patience",,,,,,,
2883,तापयलें,taapayalE,heated,हून केलें,,,,,,
2884,तापयी,taapayi,to heat,हून करी,,,,,,
2885,तांबडॅ; तांबडॅं,Tambde,red,,,,,,,
2886,तांबॅं,taaMbE,copper,,,,,,,
2887,ताळॉ,,,,,,,,,
2888,ताॅड आमशे केल्लॅ,toDa Amshe kellE,"when you are not agreeable for something, when you disapprove something",,,,,,,
2889,ताॅड फुग्गौंवचॅ,toDa fuggounvchE,to show one's anger on the face,,,,,,,
2890,ताॅडाक म्हशि लांवची,toDAka mhashi lAnvchI,to belittle badly or embarrass someone,,,,,,,
2891,ताॅडाक शॅण थाप्पुनू घॅतलॅ,toDAka sheNa thAppunu ghetalE,when you yourself make a shameful blunder,,,,,,,
2892,तिरगण्यां तांबियों,tiragNyAM tAmbiyo,a vessel to store water during travelling with serrations at the opening end to screw the top handled cap-lid,,,,,,,
2893,तिळसूंक्का....,,,,,,,,,
2894,ती सटसटी चम्कता,,,,,,,,,
2895,ती/तो सटसटी चम्कता,,,,,,,,,
2896,तीक्काची,,,,,,,,,
2897,तीक्शें,tikshen,spicy,,,,,,,
2898,तुप्पा चिट्टी,tuppa chiTTi,for ghee,,,,,,,
2899,तुम्क सग्ळांक देवनागरींतु कस्षि “type” कोर्चे गोत्तस व्हे?,,Does everyone know how to type in Devnagiri?,,,,,,,
2900,तुम्क सग्ळांक देवनागरींतु कस्षि “type” कोर्चे गोत्तस व्हे? = Does everyone know how to type in Devnagiri?,,,,,,,,,
2901,तुम्म्हि कस्षि अस्सति?,,How are you?,,,,,,,
2902,तुम्म्हि कस्षि अस्सति? = How are you?,,,,,,,,,
2903,तॅsपरां,teparaan,day after 'paraan' (day after day after tomorrow); day after that (2 days later),,,,,,,
2904,तॅsपैरी,tapairi,the day before,,,,,,,
2905,तॅग् तॅग् जाण्,,,,,,,,,
2906,तॅर्नी पोरी,,dainty young damsel,,,,,,,
2907,तेद्दम्हणसरी,Teddhmhanasari,until then,,,,,,,
2908,तेद्दोळतांई,,until then,,,,,,,
2909,तेप्परां,,tepparaa’n,,,,,,,
2910,तेरू,teru,Rathotsav,,,,,,,
2911,तेला मिळ्ळो,teyla miLLo,for oil,,,,,,,
2912,तॉंड​,,,,,,,,,
2913,तॉप,taap,Vessel for heating milk; vessel for heating milk,,,,,,,
2914,तो वेॅं ??...चुरमुंडो गोsss,,,,,,,,,
2915,तोंडां उद्दायेंव्चे बाब्ति !,,A mouthwatering matter / issue !,,,,,,,
2916,तोंडां उद्दायेंव्चे बाब्ति ! = A mouthwatering matter / issue !,,,,,,,,,
2917,तोंडावैलो मुसू सतेन आंम्बूडू जायना,tonDAvailo moosu satena AmbUDu jAyanA,Too lazy a person,,,,,,,
2918,तोंद्रे,Taundre,"Hassles, trouble",,,,,,,
2919,तोॅ शेळें शीत,Toh sheylen sheeth,someone who has no guts or chickens out from standing his ground,,,,,,,
2920,थईं यो,,,,,,,,,
2921,थंडायलें,thanDaayalE,cooled,थंड केलें,,,,,,
2922,थळथळी,,,,,,,,,
2923,थाॅडें-थाॅडें,,,,,,,,,
2924,थॅड-थॅडे,,,,,,,,,
2925,थॅाडें थॅाडें,,,,,,,,,
2926,थोंगण /थोॅन्ग्ण,ThongaN; thongaN,Pamper,,,,,,,
2927,दम्मई,dammai,to implore,,,,,,,
2928,दाई,daai,(spoon) to serve rice,,,,,,,
2929,दाक्कयलॅ...दाक्कोंवचॅ,,,,,,,,,
2930,दाक्षणेरी पळ्ळॅ,,having to do something out of embarrasement,,,,,,,
2931,दांडाॅ,Dhanda,a Pole used for security by God and Royalty assistants,,,,,,,
2932,दाढ्यॉ,,,,,,,,,
2933,दांत वट चाब्बुनू उलोंवचॅ,dAnta vaTa chAbbunU ulonvchE,talk angrily,,,,,,,
2934,दादा,,,,,,,,,
2935,दान्तू,,,,,,,,,
2936,दाऽढी,,,,,,,,,
2937,दाॅंण्णोॅ,,small wider पॅलो (steel glass),,,,,,,
2938,दाॅळॅ डाॅड्ड कोर्चे,doLe doDDa korche,to show anger with one's eyes,,,,,,,
2939,दाॅळॅ विश्विशेलॅ,doLe vishvishelE,"when one can't overcome a temptation, literally dazzled by something",,,,,,,
2940,दिंबी,,,,,,,,,
2941,दिंब्यॉ,,,,,,,,,
2942,दिम्कुलॅ,,,,,,,,,
2943,दिवलावणे वेळू,divalAvaNe veLu,twilight,,,,,,,
2944,दीर्घ चू,,,,,,,,,
2945,दीवेलांवचो वेळू,deevelaanvacho veLu,twilight,,,,,,,
2946,दीसु राति आंग झरइलॅ,dIsu rAti Anga jharailE,to exert or toil hard,,,,,,,
2947,दु:ख जाल्लॅं,,felt sad,,,,,,,
2948,दॅाग् दॅाग जाण्,,,,,,,,,
2949,"दॅाग् दॅाग जाण्, तॅग् तॅग् जाण्",,,,,,,,,
2950,देंट,Deant; denta,stem; stem like vaaliche deant,,,,,,,
2951,देड बुद्वंतु,deDa budvantu; देड बुद्वंतु,someone who thinks he knows everything; someone who thinks he knows everything (sarcastic),,,,,,,
2952,देह​,,,,,,,,,
2953,देऽऽरू,,,,,,,,,
2954,दोरी,Dhori; dhori,string,,,,,,,
2955,द्राक्षाची वाली,draaksha chi vaali,a creeper of grapes,,,,,,,
2956,धड​,,,,,,,,,
2957,धडधडी,,,,,,,,,
2958,धडधड़ी,,,,,,,,,
2959,धंवॅ; धंवॅं,Dhaven; dhaven,white,,,,,,,
2960,धिंडो,dhinDo,naughty,पुंडो,annointed the king,,,,,
2961,धुवडी,,,,,,,,,
2962,धुवड्यॉ,,,,,,,,,
2963,धैर्यवान,dhairyavaan,courageous,,,,,,,
2964,नणद​,,,,,,,,,
2965,नणदॉ,,,,,,,,,
2966,नळी,naLI; nali,dough roller pin,,,,,,,
2967,नवेऽ नमुनारि बॅरोंव्चे आनि भाषांतर कोर्चे म्हळारि आम्गेली सहनशीलता गर्गरी वाडतलें म्होणु लेक्चे !,,Writing in a new way & translating would mean that our patience would grow fast I suppose !,,,,,,,
2968,नवेऽ नमुनारि बॅरोंव्चे आनि भाषांतर कोर्चे म्हळारि आम्गेली सहनशीलता गर्गरी वाडतलें म्होणु लेक्चे ! = Writing in a new way & translating would mean that our patience would grow fast I suppose !,,,,,,,,,
2969,नशीब,nashIb,destiny,,,,,,,
2970,ना जल्लारी हाव सग्लान्कतिर्हि एक “tutorial” घीवु जात्ता. कस्सन लेक्ता?,,"If not, I can have a tutorial for how to do that. What do you think?",,,,,,,
2971,"ना जल्लारी हाव सग्लान्कतिर्हि एक “tutorial” घीवु जात्ता. कस्सन लेक्ता? = If not, I can have a tutorial for how to do that. What do you think?",,,,,,,,,
2972,नांक खर्पीलॅ वारी ज़ाल्लॅ,nAnka kharpIlE vArI zAllE,"to be teased, or embarrassed",,,,,,,
2973,नांकका तग्गू तोंड म्हळ्येरी कोप येत्ता,,,,,,,,,
2974,नांकाचॅ तुरियेरी कोपु,nAnkAche turiyeri kopu,when someone easily gets angry,,,,,,,
2975,नांकातूरी (कोपू नांकातुर्‍येरी),,,,,,,,,
2976,नांंकानिरयो घालचे,,,,,,,,,
2977,नांकाने गिटीयो ताण चे,,,,,,,,,
2978,नांकापूड,,,,,,,,,
2979,नांकुटू,nAnkuTu; naankutu,nail,,,,,,,
2980,नांगटं,,,,,,,,,
2981,नांगूट,,,,,,,,,
2982,नातजावंयी,,,,,,,,,
2983,नातसून,,,,,,,,,
2984,नाऽऽती,,,,,,,,,
2985,निड्डळ,niDDaLa; nidal,forehead,,,,,,,
2986,निड्ड​ळ,,,,,,,,,
2987,निश्चयतांबुल,Nishchaytambul,Engagement ceremony; engagement ceremony,,,,,,,
2988,नीद पोळ्नु गेल्ली,nIda poLnu gellI,when one is scared at his wit's end,,,,,,,
2989,नींवीलें,nInvIlE,a little warm,,,,,,,
2990,नॅवन,naevan; Naevan; nawan,some excuse,,,,,,,
2991,न्हाणी nhaaNi,,bathroom,,,,,,,
2992,पंचायतिका,panchayatika,"gossip, speaking behind one's back; gossip",,,,,,,
2993,पणजी,,,,,,,,,
2994,पणजॉ,,,,,,,,,
2995,पणती,,,,,,,,,
2996,पणतू,,,,,,,,,
2997,पंदाक् / पदाक्,pandAk / padAk,below of something,,,,,,,
2998,पन्वारू; पान्न्क/पंच्कदाई/मड्गणें,panvaru,"Fruits, channa ussal,n ambli chitni offered as naivedya on Gudipadva day and in chaitra Maasa; fruits, channa ussal, & ambli chitni offered as naivedya on Gudipadva; Fruits, channa ussal,n ambli chitni offered as naivedya",,,,,,,
2999,परात,paraat,plate for making any flour mix or dough,,,,,,,
3000,पर्जातिचो / पर्जातिची,parjaatichO / parjaatichI,person from outside the community,,,,,,,
3001,पर्मळ,,a pleasant odour,,,,,,,
3002,पळेरु; पळेरू; पोळ्ळेरू,paleru,"plate for keeping flowers etc.; Plate for offering phala-samarpana; plate for offering phala-samarpana; plate for keeping flowers etc., plate for offering phala-samarpana",,,,,,,
3003,पागारू,paagaaru; paagaru; pagaru,Compound wall; compound wall,,,,,,,
3004,पाचवें,paachvE,green,,,,,,,
3005,पांचवें,panchvE,fifth,,,,,,,
3006,पान्ना करंडो,,Betal leaves and accessories box,,,,,,,
3007,पाप..कर्माचो्,paap..karmAcho,"poor fellow, when you feel sorry for someone",,,,,,,
3008,पांय पोडचॅ,,"to bow down or lie prone, to beg and beseech someone for some favour",,,,,,,
3009,पायू,,,,,,,,,
3010,पाय्,,,,,,,,,
3011,पाय्या बॉट्ट्,,,,,,,,,
3012,पाय्याखूळ​,,,,,,,,,
3013,पाय्यागांट्यॉ,,,,,,,,,
3014,पावल्‌,,,,,,,,,
3015,पावसाडी हवाॅ,pAvasADI havA,rainy atmosphere,,,,,,,
3016,पाॅट आनी् मात्ते् थंssड दवर्ता = It remains cool (for water in pot),,,,,,,,,
3017,पाॅट बिच्चुनू खांवचॅ,poTa bichchunu khAnvchE,to eat beyond one's limit,,,,,,,
3018,पिच्चड,,,,,,,,,
3019,पिट्टा बाॅबॅ; पिट्टा बाॅम्बें,piTTA boMbE; piTTa boMbE,"useless person, only nice to look at; a fair, cute girl who is good for nothing; someone wearing a lot of face powder to look fairer; a fair cute girl who is good for nothing; someone wearing a lot of face powder to look fairer",,,,,,,
3020,पिण्‌सॉ (शेंबूडू),,,,,,,,,
3021,पितळी,pitaLi,brass,,,,,,,
3022,पिन्दलें,Pindle,"tear like clothes, paper; used for new clothes tearing by accident",,,,,,,
3023,पिन्नी...यॅदेंची,pinnI...yedEnchi; pinni...yedEnchi,"tiny, very small",,,,,,,
3024,पिश्शारी घालचॅ,,,,,,,,,
3025,पिश्श्या म्हणके,pishyA mhaNake,quite madly,,,,,,,
3026,पुत्तोणी,,,,,,,,,
3027,पुत्तोण्यॉ,,,,,,,,,
3028,पुरस्कारू,puraskaaru,Award; award,,,,,,,
3029,पॅडावण,,Betal leaves and accessories box,,,,,,,
3030,पॅलो,pelo; Pelo,small glass; Steel glass,,,,,,,
3031,पॅस्कातिक धार काढी,,,,,,,,,
3032,पेंट,,market,,,,,,,
3033,पेॅंन्सील चूssप कsरी,,,,,,,,,
3034,पॉट,,,,,,,,,
3035,पॉल्लॉ,,,,,,,,,
3036,पोट्टोळ्नु घेंवचें,poTToLnu ghEnvachE; pottoLnu ghenvachen,to hug,,,,,,,
3037,पोरू / पोssरू; पोssरू,poru,a small boy,,,,,,,
3038,पोलपाट,polpaat,platform for rolling dough,,,,,,,
3039,पोळोंव्चे,poLonvche,seeing,,,,,,,
3040,पोळ्यां काय्ली/ तवॉ,,Iron griddle for making dosa,,,,,,,
3041,पोॅलकोॅ,Polko,blouse,,,,,,,
3042,प्फडपूशी काम,pfaDapUshI kAma,untidy work,,,,,,,
3043,फजीती कोर्ची,,to bring someone to the brink of trouble or problems,,,,,,,
3044,फटफटी,,,,,,,,,
3045,फटोंचॅ,,,,,,,,,
3046,फट्टी,,,,,,,,,
3047,फट्टी उलैता,,,,,,,,,
3048,फणसाचॅ गरॅ,phaNasachae garae; phansaCHae garae,,,,,,,,
3049,फणसाचो फॉण्डॉ,phaNasAcho phoNDo; phansaCHo phondo,,,,,,,,
3050,फागर-मांई,,,,,,,,,
3051,फागर-मांवू,,,,,,,,,
3052,फाटी मोणु काम कोर्चॅ,fATI moNu kAma korchE,to overwork,,,,,,,
3053,फाट्टी माक्षी सांगचॅ...उल्लोंवचॅ,fATTi mAkshI sAngachE,to say behind one's back,,,,,,,
3054,फातरू / पथ्तरू; फात्तरू,phataru,Stone; stone,,,,,,,
3055,फाऽटी,,,,,,,,,
3056,फुलपाकरू; फुलपाखरु,phoolpaakru,Butterfly; butterfly,,,,,,,
3057,फॅचॅ नांकाचाॅ,feche nAnkAchO,"button nose, or a flattish nose",,,,,,,
3058,बण्ण बण्णाचँ,,,,,,,,,
3059,बण्ण बण्णाचॅं,,,,,,,,,
